run_id,data encoded,K/K(interval i),lr,data_dir,val_size,batch_size,model_name,model_cache,num_workers,min_data_size,data_increment,learn_embeddings,scramble_data_by,short_vocab_size,val_train_shared,interval_patience,allow_final_overfit,interval_patience_tol,include_initial_length,data_increment_n_log_intervals
ywk7ev2d,1000,7800.1728515625,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,1725,5624.5625,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,2977,9643.728515625,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,5138,13195.275390625,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,8866,17802.484375,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,15300,27824.474609375,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,26402,35607.7421875,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,45561,49634.08984375,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,78620,57261.30078125,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,135668,95897.453125,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,234110,118412.9375,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
ywk7ev2d,403981,104990.59375,0.0001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/real_languages/coco-captions/,10000,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,,0,1000,,False,,,False,5,False,0.0005,True,12
